id,name,type,code,full_path,parent_id:id
xaconghoa20250805154603614,Xã Cộng Hòa,ward,09931,Thành phố Hà Nội > Huyện Quốc Oai > Xã Cộng Hòa,environment.huyenluongtai
xahungdao20250805154603615,Xã Hưng Đạo,ward,09934,Thành phố Hà Nội > Huyện Quốc Oai > Xã Hưng Đạo,environment.huyenluongtai
xaphuman20250805154603617,Xã Phú Mãn,ward,09940,Thành phố Hà Nội > Huyện Quốc Oai > Xã Phú Mãn,environment.huyenluongtai
xacanhuu20250805154603618,Xã Cấn Hữu,ward,09943,Thành phố Hà Nội > Huyện Quốc Oai > Xã Cấn Hữu,environment.huyenluongtai
xahoathach20250805154603619,Xã Hòa Thạch,ward,09949,Thành phố Hà Nội > Huyện Quốc Oai > Xã Hòa Thạch,environment.huyenluongtai
xadongyen20250805154603620,Xã Đông Yên,ward,09952,Thành phố Hà Nội > Huyện Quốc Oai > Xã Đông Yên,environment.huyenluongtai
phuongquangtrung20250805154603621,Phường Quang Trung,ward,00688,Tỉnh Hà Giang > Thành phố Hà Giang > Phường Quang Trung,environment.huyenmelinh
phuongtranphu20250805154603622,Phường Trần Phú,ward,00691,Tỉnh Hà Giang > Thành phố Hà Giang > Phường Trần Phú,environment.huyenmelinh
phuongngocha20250805154603623,Phường Ngọc Hà,ward,00692,Tỉnh Hà Giang > Thành phố Hà Giang > Phường Ngọc Hà,environment.huyenmelinh
phuongnguyentrai20250805154603624,Phường Nguyễn Trãi,ward,00694,Tỉnh Hà Giang > Thành phố Hà Giang > Phường Nguyễn Trãi,environment.huyenmelinh
phuongminhkhai20250805154603625,Phường Minh Khai,ward,00697,Tỉnh Hà Giang > Thành phố Hà Giang > Phường Minh Khai,environment.huyenmelinh
xangocduong20250805154603627,Xã Ngọc Đường,ward,00700,Tỉnh Hà Giang > Thành phố Hà Giang > Xã Ngọc Đường,environment.huyenmelinh
xaphuongdo20250805154603628,Xã Phương Độ,ward,00946,Tỉnh Hà Giang > Thành phố Hà Giang > Xã Phương Độ,environment.huyenmelinh
xaphuongthien20250805154603629,Xã Phương Thiện,ward,00949,Tỉnh Hà Giang > Thành phố Hà Giang > Xã Phương Thiện,environment.huyenmelinh
thitranphobang20250805154603630,Thị trấn Phó Bảng,ward,00712,Tỉnh Hà Giang > Huyện Đồng Văn > Thị trấn Phó Bảng,environment.thixasontay
xalungcu20250805154603631,Xã Lũng Cú,ward,00715,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Lũng Cú,environment.thixasontay
xamale20250805154603632,Xã Má Lé,ward,00718,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Má Lé,environment.thixasontay
thitrandongvan20250805154603633,Thị trấn Đồng Văn,ward,00721,Tỉnh Hà Giang > Huyện Đồng Văn > Thị trấn Đồng Văn,environment.thixasontay
xalungtao20250805154603635,Xã Lũng Táo,ward,00724,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Lũng Táo,environment.thixasontay
xaphola20250805154603636,Xã Phố Là,ward,00727,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Phố Là,environment.thixasontay
xathaiphintung20250805154603637,Xã Thài Phìn Tủng,ward,00730,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Thài Phìn Tủng,environment.thixasontay
xasungla20250805154603638,Xã Sủng Là,ward,00733,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Sủng Là,environment.thixasontay
xaxaphin20250805154603639,Xã Xà Phìn,ward,00736,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Xà Phìn,environment.thixasontay
xataphin20250805154603640,Xã Tả Phìn,ward,00739,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Tả Phìn,environment.thixasontay
xatalung20250805154603642,Xã Tả Lủng,ward,00742,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Tả Lủng,environment.thixasontay
xaphocao20250805154603643,Xã Phố Cáo,ward,00745,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Phố Cáo,environment.thixasontay
xasinhlung20250805154603644,Xã Sính Lủng,ward,00748,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Sính Lủng,environment.thixasontay
xasangtung20250805154603645,Xã Sảng Tủng,ward,00751,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Sảng Tủng,environment.thixasontay
xalungthau20250805154603647,Xã Lũng Thầu,ward,00754,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Lũng Thầu,environment.thixasontay
xahoquangphin20250805154603648,Xã Hố Quáng Phìn,ward,00757,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Hố Quáng Phìn,environment.thixasontay
xavanchai20250805154603649,Xã Vần Chải,ward,00760,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Vần Chải,environment.thixasontay
xalungphin20250805154603650,Xã Lũng Phìn,ward,00763,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Lũng Phìn,environment.thixasontay
xasungtrai20250805154603652,Xã Sủng Trái,ward,00766,Tỉnh Hà Giang > Huyện Đồng Văn > Xã Sủng Trái,environment.thixasontay
thitranmeovac20250805154603653,Thị trấn Mèo Vạc,ward,00769,Tỉnh Hà Giang > Huyện Mèo Vạc > Thị trấn Mèo Vạc,environment.huyenbavi
xathuongphung20250805154603654,Xã Thượng Phùng,ward,00772,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Thượng Phùng,environment.huyenbavi
xapailung20250805154603655,Xã Pải Lủng,ward,00775,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Pải Lủng,environment.huyenbavi
xaxincai20250805154603656,Xã Xín Cái,ward,00778,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Xín Cái,environment.huyenbavi
xapavi20250805154603658,Xã Pả Vi,ward,00781,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Pả Vi,environment.huyenbavi
xagiangchuphin20250805154603659,Xã Giàng Chu Phìn,ward,00784,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Giàng Chu Phìn,environment.huyenbavi
xasungtra20250805154603660,Xã Sủng Trà,ward,00787,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Sủng Trà,environment.huyenbavi
xasungmang20250805154603661,Xã Sủng Máng,ward,00790,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Sủng Máng,environment.huyenbavi
xasonvi20250805154603662,Xã Sơn Vĩ,ward,00793,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Sơn Vĩ,environment.huyenbavi
xatalung20250805154603663,Xã Tả Lủng,ward,00796,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Tả Lủng,environment.huyenbavi
xacanchuphin20250805154603665,Xã Cán Chu Phìn,ward,00799,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Cán Chu Phìn,environment.huyenbavi
xalungpu20250805154603666,Xã Lũng Pù,ward,00802,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Lũng Pù,environment.huyenbavi
xalungchinh20250805154603667,Xã Lũng Chinh,ward,00805,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Lũng Chinh,environment.huyenbavi
xatatnga20250805154603668,Xã Tát Ngà,ward,00808,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Tát Ngà,environment.huyenbavi
xanamban20250805154603669,Xã Nậm Ban,ward,00811,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Nậm Ban,environment.huyenbavi
xakhauvai20250805154603670,Xã Khâu Vai,ward,00814,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Khâu Vai,environment.huyenbavi
xaniemtong20250805154603672,Xã Niêm Tòng,ward,00815,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Niêm Tòng,environment.huyenbavi
xaniemson20250805154603673,Xã Niêm Sơn,ward,00817,Tỉnh Hà Giang > Huyện Mèo Vạc > Xã Niêm Sơn,environment.huyenbavi
thitranyenminh20250805154603674,Thị trấn Yên Minh,ward,00820,Tỉnh Hà Giang > Huyện Yên Minh > Thị trấn Yên Minh,environment.huyenphuctho
xathangmo20250805154603675,Xã Thắng Mố,ward,00823,Tỉnh Hà Giang > Huyện Yên Minh > Xã Thắng Mố,environment.huyenphuctho
xaphulung20250805154603676,Xã Phú Lũng,ward,00826,Tỉnh Hà Giang > Huyện Yên Minh > Xã Phú Lũng,environment.huyenphuctho
xasungtrang20250805154603677,Xã Sủng Tráng,ward,00829,Tỉnh Hà Giang > Huyện Yên Minh > Xã Sủng Tráng,environment.huyenphuctho
xabachdich20250805154603679,Xã Bạch Đích,ward,00832,Tỉnh Hà Giang > Huyện Yên Minh > Xã Bạch Đích,environment.huyenphuctho
xanakhe20250805154603680,Xã Na Khê,ward,00835,Tỉnh Hà Giang > Huyện Yên Minh > Xã Na Khê,environment.huyenphuctho
xasungthai20250805154603681,Xã Sủng Thài,ward,00838,Tỉnh Hà Giang > Huyện Yên Minh > Xã Sủng Thài,environment.huyenphuctho
xahuuvinh20250805154603682,Xã Hữu Vinh,ward,00841,Tỉnh Hà Giang > Huyện Yên Minh > Xã Hữu Vinh,environment.huyenphuctho
xalaovachai20250805154603683,Xã Lao Và Chải,ward,00844,Tỉnh Hà Giang > Huyện Yên Minh > Xã Lao Và Chải,environment.huyenphuctho
xamaudue20250805154603684,Xã Mậu Duệ,ward,00847,Tỉnh Hà Giang > Huyện Yên Minh > Xã Mậu Duệ,environment.huyenphuctho
xadongminh20250805154603685,Xã Đông Minh,ward,00850,Tỉnh Hà Giang > Huyện Yên Minh > Xã Đông Minh,environment.huyenphuctho
xamaulong20250805154603687,Xã Mậu Long,ward,00853,Tỉnh Hà Giang > Huyện Yên Minh > Xã Mậu Long,environment.huyenphuctho
xangamla20250805154603688,Xã Ngam La,ward,00856,Tỉnh Hà Giang > Huyện Yên Minh > Xã Ngam La,environment.huyenphuctho
xangoclong20250805154603689,Xã Ngọc Long,ward,00859,Tỉnh Hà Giang > Huyện Yên Minh > Xã Ngọc Long,environment.huyenphuctho
xaduongthuong20250805154603690,Xã Đường Thượng,ward,00862,Tỉnh Hà Giang > Huyện Yên Minh > Xã Đường Thượng,environment.huyenphuctho
xalungho20250805154603691,Xã Lũng Hồ,ward,00865,Tỉnh Hà Giang > Huyện Yên Minh > Xã Lũng Hồ,environment.huyenphuctho
xadutien20250805154603693,Xã Du Tiến,ward,00868,Tỉnh Hà Giang > Huyện Yên Minh > Xã Du Tiến,environment.huyenphuctho
xadugia20250805154603694,Xã Du Già,ward,00871,Tỉnh Hà Giang > Huyện Yên Minh > Xã Du Già,environment.huyenphuctho
thitrantamson20250805154603695,Thị trấn Tam Sơn,ward,00874,Tỉnh Hà Giang > Huyện Quản Bạ > Thị trấn Tam Sơn,environment.huyendanphuong
xabatdaison20250805154603696,Xã Bát Đại Sơn,ward,00877,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Bát Đại Sơn,environment.huyendanphuong
xanghiathuan20250805154603697,Xã Nghĩa Thuận,ward,00880,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Nghĩa Thuận,environment.huyendanphuong
xacanty20250805154603699,Xã Cán Tỷ,ward,00883,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Cán Tỷ,environment.huyendanphuong
xacaomapo20250805154603700,Xã Cao Mã Pờ,ward,00886,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Cao Mã Pờ,environment.huyendanphuong
xathanhvan20250805154603701,Xã Thanh Vân,ward,00889,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Thanh Vân,environment.huyendanphuong
xatungvai20250805154603702,Xã Tùng Vài,ward,00892,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Tùng Vài,environment.huyendanphuong
xadongha20250805154603704,Xã Đông Hà,ward,00895,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Đông Hà,environment.huyendanphuong
xaquanba20250805154603705,Xã Quản Bạ,ward,00898,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Quản Bạ,environment.huyendanphuong
xalungtam20250805154603706,Xã Lùng Tám,ward,00901,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Lùng Tám,environment.huyendanphuong
xaquyettien20250805154603707,Xã Quyết Tiến,ward,00904,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Quyết Tiến,environment.huyendanphuong
xatavan20250805154603708,Xã Tả Ván,ward,00907,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Tả Ván,environment.huyendanphuong
xathaian20250805154603709,Xã Thái An,ward,00910,Tỉnh Hà Giang > Huyện Quản Bạ > Xã Thái An,environment.huyendanphuong
xakimthach20250805154603710,Xã Kim Thạch,ward,00703,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Kim Thạch,environment.huyenhoaiduc
xaphulinh20250805154603711,Xã Phú Linh,ward,00706,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Phú Linh,environment.huyenhoaiduc
xakimlinh20250805154603713,Xã Kim Linh,ward,00709,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Kim Linh,environment.huyenhoaiduc
thitranvixuyen20250805154603714,Thị trấn Vị Xuyên,ward,00913,Tỉnh Hà Giang > Huyện Vị Xuyên > Thị trấn Vị Xuyên,environment.huyenhoaiduc
thitrannongtruongvietlam20250805154603715,Thị trấn Nông trường Việt Lâm,ward,00916,Tỉnh Hà Giang > Huyện Vị Xuyên > Thị trấn Nông trường Việt Lâm,environment.huyenhoaiduc
xaminhtan20250805154603716,Xã Minh Tân,ward,00919,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Minh Tân,environment.huyenhoaiduc
xathuanhoa20250805154603717,Xã Thuận Hoà,ward,00922,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Thuận Hoà,environment.huyenhoaiduc
xatungba20250805154603718,Xã Tùng Bá,ward,00925,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Tùng Bá,environment.huyenhoaiduc
xathanhthuy20250805154603720,Xã Thanh Thủy,ward,00928,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Thanh Thủy,environment.huyenhoaiduc
xathanhduc20250805154603721,Xã Thanh Đức,ward,00931,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Thanh Đức,environment.huyenhoaiduc
xaphongquang20250805154603722,Xã Phong Quang,ward,00934,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Phong Quang,environment.huyenhoaiduc
xaxinchai20250805154603723,Xã Xín Chải,ward,00937,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Xín Chải,environment.huyenhoaiduc
xaphuongtien20250805154603724,Xã Phương Tiến,ward,00940,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Phương Tiến,environment.huyenhoaiduc
xalaochai20250805154603725,Xã Lao Chải,ward,00943,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Lao Chải,environment.huyenhoaiduc
xacaobo20250805154603727,Xã Cao Bồ,ward,00952,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Cao Bồ,environment.huyenhoaiduc
xadaoduc20250805154603728,Xã Đạo Đức,ward,00955,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Đạo Đức,environment.huyenhoaiduc
xathuongson20250805154603729,Xã Thượng Sơn,ward,00958,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Thượng Sơn,environment.huyenhoaiduc
xalinhho20250805154603730,Xã Linh Hồ,ward,00961,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Linh Hồ,environment.huyenhoaiduc
xaquangngan20250805154603732,Xã Quảng Ngần,ward,00964,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Quảng Ngần,environment.huyenhoaiduc
xavietlam20250805154603733,Xã Việt Lâm,ward,00967,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Việt Lâm,environment.huyenhoaiduc
xangoclinh20250805154603734,Xã Ngọc Linh,ward,00970,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Ngọc Linh,environment.huyenhoaiduc
xangocminh20250805154603735,Xã Ngọc Minh,ward,00973,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Ngọc Minh,environment.huyenhoaiduc
xabachngoc20250805154603737,Xã Bạch Ngọc,ward,00976,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Bạch Ngọc,environment.huyenhoaiduc
xatrungthanh20250805154603738,Xã Trung Thành,ward,00979,Tỉnh Hà Giang > Huyện Vị Xuyên > Xã Trung Thành,environment.huyenhoaiduc
xaminhson20250805154603739,Xã Minh Sơn,ward,00982,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Minh Sơn,environment.huyenquocoai
xagiaptrung20250805154603740,Xã Giáp Trung,ward,00985,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Giáp Trung,environment.huyenquocoai
xayendinh20250805154603742,Xã Yên Định,ward,00988,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Yên Định,environment.huyenquocoai
thitranyenphu20250805154603743,Thị trấn Yên Phú,ward,00991,Tỉnh Hà Giang > Huyện Bắc Mê > Thị trấn Yên Phú,environment.huyenquocoai
xaminhngoc20250805154603744,Xã Minh Ngọc,ward,00994,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Minh Ngọc,environment.huyenquocoai
xayenphong20250805154603746,Xã Yên Phong,ward,00997,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Yên Phong,environment.huyenquocoai
xalacnong20250805154603747,Xã Lạc Nông,ward,01000,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Lạc Nông,environment.huyenquocoai
xaphunam20250805154603748,Xã Phú Nam,ward,01003,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Phú Nam,environment.huyenquocoai
xayencuong20250805154603749,Xã Yên Cường,ward,01006,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Yên Cường,environment.huyenquocoai
xathuongtan20250805154603750,Xã Thượng Tân,ward,01009,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Thượng Tân,environment.huyenquocoai
xaduongam20250805154603751,Xã Đường Âm,ward,01012,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Đường Âm,environment.huyenquocoai
xaduonghong20250805154603752,Xã Đường Hồng,ward,01015,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Đường Hồng,environment.huyenquocoai
xaphiengluong20250805154603754,Xã Phiêng Luông,ward,01018,Tỉnh Hà Giang > Huyện Bắc Mê > Xã Phiêng Luông,environment.huyenquocoai
thitranvinhquang20250805154603755,Thị trấn Vinh Quang,ward,01021,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Thị trấn Vinh Quang,environment.huyenthachthat
xabanmay20250805154603756,Xã Bản Máy,ward,01024,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Bản Máy,environment.huyenthachthat
xathangtin20250805154603757,Xã Thàng Tín,ward,01027,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Thàng Tín,environment.huyenthachthat
xathenchuphin20250805154603758,Xã Thèn Chu Phìn,ward,01030,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Thèn Chu Phìn,environment.huyenthachthat
xapolo20250805154603760,Xã Pố Lồ,ward,01033,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Pố Lồ,environment.huyenthachthat
xabanphung20250805154603761,Xã Bản Phùng,ward,01036,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Bản Phùng,environment.huyenthachthat
xatungsan20250805154603762,Xã Túng Sán,ward,01039,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Túng Sán,environment.huyenthachthat
xachienpho20250805154603763,Xã Chiến Phố,ward,01042,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Chiến Phố,environment.huyenthachthat
xadanvan20250805154603764,Xã Đản Ván,ward,01045,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Đản Ván,environment.huyenthachthat
xatunhan20250805154603766,Xã Tụ Nhân,ward,01048,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Tụ Nhân,environment.huyenthachthat
xatantien20250805154603767,Xã Tân Tiến,ward,01051,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Tân Tiến,environment.huyenthachthat
xanangdon20250805154603768,Xã Nàng Đôn,ward,01054,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Nàng Đôn,environment.huyenthachthat
xapolyngai20250805154603769,Xã Pờ Ly Ngài,ward,01057,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Pờ Ly Ngài,environment.huyenthachthat
xasanxaho20250805154603770,Xã Sán Xả Hồ,ward,01060,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Sán Xả Hồ,environment.huyenthachthat
xabanluoc20250805154603772,Xã Bản Luốc,ward,01063,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Bản Luốc,environment.huyenthachthat
xangamdangvai20250805154603773,Xã Ngàm Đăng Vài,ward,01066,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Ngàm Đăng Vài,environment.huyenthachthat
xabannhung20250805154603774,Xã Bản Nhùng,ward,01069,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Bản Nhùng,environment.huyenthachthat
xatasuchoong20250805154603775,Xã Tả Sử Choóng,ward,01072,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Tả Sử Choóng,environment.huyenthachthat
xanamdich20250805154603776,Xã Nậm Dịch,ward,01075,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Nậm Dịch,environment.huyenthachthat
xahothau20250805154603777,Xã Hồ Thầu,ward,01081,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Hồ Thầu,environment.huyenthachthat
xanamson20250805154603778,Xã Nam Sơn,ward,01084,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Nam Sơn,environment.huyenthachthat
xanamty20250805154603780,Xã Nậm Tỵ,ward,01087,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Nậm Tỵ,environment.huyenthachthat
xathongnguyen20250805154603781,Xã Thông Nguyên,ward,01090,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Thông Nguyên,environment.huyenthachthat
xanamkhoa20250805154603782,Xã Nậm Khòa,ward,01093,Tỉnh Hà Giang > Huyện Hoàng Su Phì > Xã Nậm Khòa,environment.huyenthachthat
thitrancocpai20250805154603783,Thị trấn Cốc Pài,ward,01096,Tỉnh Hà Giang > Huyện Xín Mần > Thị trấn Cốc Pài,environment.huyenchuongmy
xananxin20250805154603784,Xã Nàn Xỉn,ward,01099,Tỉnh Hà Giang > Huyện Xín Mần > Xã Nàn Xỉn,environment.huyenchuongmy
xabandiu20250805154603785,Xã Bản Díu,ward,01102,Tỉnh Hà Giang > Huyện Xín Mần > Xã Bản Díu,environment.huyenchuongmy
xachica20250805154603787,Xã Chí Cà,ward,01105,Tỉnh Hà Giang > Huyện Xín Mần > Xã Chí Cà,environment.huyenchuongmy
xaxinman20250805154603788,Xã Xín Mần,ward,01108,Tỉnh Hà Giang > Huyện Xín Mần > Xã Xín Mần,environment.huyenchuongmy
xathenphang20250805154603789,Xã Thèn Phàng,ward,01114,Tỉnh Hà Giang > Huyện Xín Mần > Xã Thèn Phàng,environment.huyenchuongmy
xatrungthinh20250805154603790,Xã Trung Thịnh,ward,01117,Tỉnh Hà Giang > Huyện Xín Mần > Xã Trung Thịnh,environment.huyenchuongmy
xapavaysu20250805154603791,Xã Pà Vầy Sủ,ward,01120,Tỉnh Hà Giang > Huyện Xín Mần > Xã Pà Vầy Sủ,environment.huyenchuongmy
xacocre20250805154603792,Xã Cốc Rế,ward,01123,Tỉnh Hà Giang > Huyện Xín Mần > Xã Cốc Rế,environment.huyenchuongmy
xathuta20250805154603794,Xã Thu Tà,ward,01126,Tỉnh Hà Giang > Huyện Xín Mần > Xã Thu Tà,environment.huyenchuongmy
xananma20250805154603795,Xã Nàn Ma,ward,01129,Tỉnh Hà Giang > Huyện Xín Mần > Xã Nàn Ma,environment.huyenchuongmy
xatanhiu20250805154603796,Xã Tả Nhìu,ward,01132,Tỉnh Hà Giang > Huyện Xín Mần > Xã Tả Nhìu,environment.huyenchuongmy
xabanngo20250805154603797,Xã Bản Ngò,ward,01135,Tỉnh Hà Giang > Huyện Xín Mần > Xã Bản Ngò,environment.huyenchuongmy
xachela20250805154603798,Xã Chế Là,ward,01138,Tỉnh Hà Giang > Huyện Xín Mần > Xã Chế Là,environment.huyenchuongmy
xanamdan20250805154603799,Xã Nấm Dẩn,ward,01141,Tỉnh Hà Giang > Huyện Xín Mần > Xã Nấm Dẩn,environment.huyenchuongmy
xaquangnguyen20250805154603801,Xã Quảng Nguyên,ward,01144,Tỉnh Hà Giang > Huyện Xín Mần > Xã Quảng Nguyên,environment.huyenchuongmy
xanachi20250805154603802,Xã Nà Chì,ward,01147,Tỉnh Hà Giang > Huyện Xín Mần > Xã Nà Chì,environment.huyenchuongmy
xakhuonlung20250805154603803,Xã Khuôn Lùng,ward,01150,Tỉnh Hà Giang > Huyện Xín Mần > Xã Khuôn Lùng,environment.huyenchuongmy
thitranvietquang20250805154603804,Thị trấn Việt Quang,ward,01153,Tỉnh Hà Giang > Huyện Bắc Quang > Thị trấn Việt Quang,environment.huyenthanhoai
thitranvinhtuy20250805154603805,Thị trấn Vĩnh Tuy,ward,01156,Tỉnh Hà Giang > Huyện Bắc Quang > Thị trấn Vĩnh Tuy,environment.huyenthanhoai
xatanlap20250805154603806,Xã Tân Lập,ward,01159,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Tân Lập,environment.huyenthanhoai
xatanthanh20250805154603807,Xã Tân Thành,ward,01162,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Tân Thành,environment.huyenthanhoai
xadongtien20250805154603808,Xã Đồng Tiến,ward,01165,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Đồng Tiến,environment.huyenthanhoai
xadongtam20250805154603809,Xã Đồng Tâm,ward,01168,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Đồng Tâm,environment.huyenthanhoai
xatanquang20250805154603811,Xã Tân Quang,ward,01171,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Tân Quang,environment.huyenthanhoai
xathuongbinh20250805154603812,Xã Thượng Bình,ward,01174,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Thượng Bình,environment.huyenthanhoai
xahuusan20250805154603813,Xã Hữu Sản,ward,01177,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Hữu Sản,environment.huyenthanhoai
xakimngoc20250805154603814,Xã Kim Ngọc,ward,01180,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Kim Ngọc,environment.huyenthanhoai
xavietvinh20250805154603815,Xã Việt Vinh,ward,01183,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Việt Vinh,environment.huyenthanhoai
xabanghanh20250805154603816,Xã Bằng Hành,ward,01186,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Bằng Hành,environment.huyenthanhoai
xaquangminh20250805154603817,Xã Quang Minh,ward,01189,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Quang Minh,environment.huyenthanhoai
xalienhiep20250805154603819,Xã Liên Hiệp,ward,01192,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Liên Hiệp,environment.huyenthanhoai
xavodiem20250805154603820,Xã Vô Điếm,ward,01195,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Vô Điếm,environment.huyenthanhoai
xaviethong20250805154603821,Xã Việt Hồng,ward,01198,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Việt Hồng,environment.huyenthanhoai
xahungan20250805154603822,Xã Hùng An,ward,01201,Tỉnh Hà Giang > Huyện Bắc Quang > Xã Hùng An,environment.huyenthanhoai
